"295"	"208"	"Pou3f2"	"Pou3f2/Pou3f2_2824.1_deBruijn.txt"
"296"	"209"	"Pou3f3"	"Pou3f3/Pou3f3_3235.2_deBruijn.txt"
"297"	"210"	"Pou3f4"	"Pou3f4/Pou3f4_3773.1_deBruijn.txt"
"298"	"211"	"Pou4f3"	"Pou4f3/Pou4f3_2791.1_deBruijn.txt"
"299"	"212"	"Pou6f1"	"Pou6f1/Pou6f1_1731.2_deBruijn.txt"
"300"	"212"	"Pou6f1"	"Pou6f1/Pou6f1_3733.1_deBruijn.txt"
"301"	"213"	"Prop1"	"Prop1/Prop1_3949.1_deBruijn.txt"
"302"	"214"	"Prrx1"	"Prrx1/Prrx1_3442.1_deBruijn.txt"
"303"	"215"	"Prrx2"	"Prrx2/Prrx2_3072.1_deBruijn.txt"
"304"	"216"	"Rara"	"Rara/Rara_1051.2_v1_deBruijn.txt"
"305"	"216"	"Rara"	"Rara/Rara_1051.3_v2_deBruijn.txt"
"306"	"217"	"Rax"	"Rax/Rax_3443.1_deBruijn.txt"
"307"	"218"	"Rfx3"	"Rfx3/Rfx3_3961.1_v1_deBruijn.txt"
"308"	"218"	"Rfx3"	"Rfx3/Rfx3_3961.1_v2_deBruijn.txt"
"309"	"218"	"Rfx3"	"Rfx3/Rfx3_4970.2_v1_deBruijn.txt"
"310"	"218"	"Rfx3"	"Rfx3/Rfx3_4970.2_v2_deBruijn.txt"
"311"	"219"	"Rfx4"	"Rfx4/Rfx4_3761.1_v1_deBruijn.txt"
"312"	"219"	"Rfx4"	"Rfx4/Rfx4_3761.1_v2_deBruijn.txt"
"313"	"220"	"Rfxdc2"	"Rfxdc2/Rfxdc2_3516.1_v1_deBruijn.txt"
"314"	"220"	"Rfxdc2"	"Rfxdc2/Rfxdc2_3516.1_v2_deBruijn.txt"
